                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.59151,                0.55024,                 1.0537,                0.92554,                 0.8765,                0.93997,                0.82553,                0.45542,                0.34807,                0.96439,              0.0051292,              0.0051292,              0.0051292
                    126,                0.58735,                0.54618,                 1.0537,                0.93459,                0.86537,                0.93983,                0.82458,                0.45528,                0.34761,                0.96415,              0.0050896,              0.0050896,              0.0050896
                    127,                0.58948,                0.54963,                 1.0532,                0.93485,                0.86654,                0.93995,                0.82465,                0.45495,                0.34752,                0.96389,                0.00505,                0.00505,                0.00505
                    128,                0.59134,                 0.5491,                 1.0577,                 0.9368,                0.87017,                0.94049,                0.82432,                0.45442,                 0.3471,                0.96327,              0.0050104,              0.0050104,              0.0050104
                    129,                0.59115,                0.54586,                 1.0542,                0.93546,                0.86971,                0.94053,                0.82495,                0.45429,                0.34669,                0.96318,              0.0049708,              0.0049708,              0.0049708
                    130,                0.59194,                0.53933,                 1.0542,                0.93302,                0.87567,                0.94038,                0.82354,                0.45411,                0.34644,                0.96307,              0.0049312,              0.0049312,              0.0049312
                    131,                0.59124,                0.54407,                 1.0538,                0.93341,                0.87418,                0.94059,                0.82272,                0.45372,                0.34574,                0.96272,              0.0048916,              0.0048916,              0.0048916
                    132,                0.58636,                0.54252,                 1.0521,                0.93956,                0.87019,                0.94097,                0.82177,                0.45369,                0.34547,                0.96235,               0.004852,               0.004852,               0.004852
                    133,                0.58754,                0.54272,                 1.0541,                0.93924,                0.87074,                0.94096,                0.82201,                0.45337,                0.34495,                0.96199,              0.0048124,              0.0048124,              0.0048124
                    134,                0.58501,                0.53569,                 1.0502,                0.94069,                0.87046,                0.94128,                0.82208,                0.45336,                0.34503,                 0.9619,              0.0047728,              0.0047728,              0.0047728
                    135,                0.58537,                0.53822,                 1.0498,                0.92573,                0.88359,                0.94134,                 0.8225,                 0.4532,                0.34459,                0.96161,              0.0047332,              0.0047332,              0.0047332
                    136,                0.58663,                0.53583,                 1.0505,                0.92856,                0.88309,                0.94158,                0.82238,                0.45292,                0.34424,                0.96146,              0.0046936,              0.0046936,              0.0046936
                    137,                0.58595,                0.53668,                 1.0512,                0.93867,                0.87679,                0.94203,                 0.8227,                0.45261,                 0.3438,                0.96129,               0.004654,               0.004654,               0.004654
                    138,                0.58511,                0.53675,                 1.0502,                0.93971,                0.87688,                0.94247,                0.82363,                0.45228,                0.34352,                0.96123,              0.0046144,              0.0046144,              0.0046144
                    139,                0.58073,                0.53326,                 1.0487,                0.93927,                0.87751,                0.94243,                0.82365,                0.45228,                0.34337,                0.96123,              0.0045748,              0.0045748,              0.0045748
                    140,                0.58278,                0.53491,                 1.0505,                0.94003,                0.87749,                0.94252,                0.82368,                0.45205,                0.34342,                0.96116,              0.0045352,              0.0045352,              0.0045352
                    141,                0.58488,                0.53319,                 1.0521,                0.94098,                0.87719,                0.94247,                0.82323,                0.45195,                0.34327,                0.96117,              0.0044956,              0.0044956,              0.0044956
                    142,                0.58018,                0.52843,                  1.047,                0.92987,                0.89059,                0.94316,                0.82411,                0.45188,                0.34321,                  0.961,               0.004456,               0.004456,               0.004456
                    143,                0.58235,                0.53107,                 1.0493,                0.93546,                0.88709,                0.94323,                0.82525,                0.45175,                0.34283,                  0.961,              0.0044164,              0.0044164,              0.0044164
                    144,                0.57927,                0.52731,                 1.0483,                0.93612,                 0.8862,                0.94349,                0.82558,                0.45169,                0.34216,                0.96093,              0.0043768,              0.0043768,              0.0043768
                    145,                0.57553,                 0.5287,                 1.0456,                0.93505,                0.88619,                0.94372,                0.82558,                0.45146,                0.34184,                0.96082,              0.0043372,              0.0043372,              0.0043372
                    146,                0.58153,                0.52902,                 1.0496,                0.93308,                0.88861,                0.94385,                0.82636,                0.45114,                0.34132,                0.96065,              0.0042976,              0.0042976,              0.0042976
                    147,                0.57736,                0.52649,                 1.0466,                0.93037,                0.88852,                0.94378,                0.82696,                0.45106,                 0.3408,                0.96047,               0.004258,               0.004258,               0.004258
                    148,                0.57931,                0.52216,                 1.0465,                0.93048,                0.89053,                0.94416,                0.82706,                0.45116,                0.34069,                0.96063,              0.0042184,              0.0042184,              0.0042184
                    149,                0.57909,                0.52452,                 1.0471,                 0.9356,                0.88957,                0.94425,                0.82697,                0.45088,                 0.3406,                0.96042,              0.0041788,              0.0041788,              0.0041788
                    150,                0.57768,                0.52349,                  1.048,                0.93196,                0.89502,                0.94434,                0.82566,                0.45044,                0.33991,                0.96009,              0.0041392,              0.0041392,              0.0041392
                    151,                0.57535,                0.51744,                 1.0466,                0.93448,                0.89277,                0.94434,                0.82531,                0.45043,                0.33953,                0.96021,              0.0040996,              0.0040996,              0.0040996
                    152,                0.57391,                0.51948,                 1.0453,                0.93341,                0.89324,                0.94455,                0.82464,                0.45026,                0.33959,                0.96016,                0.00406,                0.00406,                0.00406
                    153,                0.57547,                0.52088,                 1.0462,                0.93531,                0.89259,                0.94476,                0.82474,                0.45025,                0.33906,                0.96014,              0.0040204,              0.0040204,              0.0040204
                    154,                0.57779,                0.51808,                 1.0459,                0.93551,                0.89503,                0.94503,                 0.8247,                0.45015,                0.33865,                0.96015,              0.0039808,              0.0039808,              0.0039808
                    155,                0.57456,                0.51679,                 1.0455,                0.93503,                0.89744,                0.94517,                0.82533,                0.45011,                0.33837,                0.96013,              0.0039412,              0.0039412,              0.0039412
                    156,                0.57534,                0.51591,                 1.0449,                0.93204,                0.89857,                0.94523,                0.82577,                0.45033,                0.33848,                0.96014,              0.0039016,              0.0039016,              0.0039016
                    157,                0.57071,                0.51097,                 1.0421,                 0.9327,                0.90017,                0.94551,                0.82746,                0.45011,                0.33847,                0.95993,               0.003862,               0.003862,               0.003862
                    158,                0.57346,                0.51313,                 1.0434,                0.93812,                0.89424,                0.94598,                 0.8278,                0.44978,                 0.3385,                0.95978,              0.0038224,              0.0038224,              0.0038224
                    159,                0.57087,                0.51368,                 1.0436,                0.93632,                0.89458,                0.94628,                0.82843,                0.44956,                0.33835,                0.95961,              0.0037828,              0.0037828,              0.0037828
                    160,                0.57307,                0.51454,                 1.0454,                0.93367,                0.89516,                0.94603,                0.82788,                 0.4496,                0.33799,                0.95954,              0.0037432,              0.0037432,              0.0037432
                    161,                0.57037,                0.50967,                  1.044,                0.93458,                0.89452,                0.94648,                0.82849,                0.44952,                0.33808,                0.95936,              0.0037036,              0.0037036,              0.0037036
                    162,                0.56748,                0.50728,                 1.0418,                0.92978,                0.90061,                0.94645,                 0.8282,                0.44933,                 0.3378,                0.95925,               0.003664,               0.003664,               0.003664
                    163,                0.56819,                0.50326,                 1.0414,                0.92629,                0.90162,                0.94661,                0.82799,                0.44926,                0.33747,                0.95929,              0.0036244,              0.0036244,              0.0036244
                    164,                0.56825,                0.50772,                 1.0415,                0.92829,                0.90164,                0.94666,                0.82868,                0.44907,                0.33714,                0.95913,              0.0035848,              0.0035848,              0.0035848
                    165,                0.56837,                0.50427,                 1.0413,                0.92884,                  0.901,                0.94667,                0.82946,                0.44917,                0.33636,                0.95911,              0.0035452,              0.0035452,              0.0035452
                    166,                0.56738,                0.50199,                 1.0424,                 0.9298,                0.90208,                0.94652,                0.82877,                0.44879,                0.33624,                0.95853,              0.0035056,              0.0035056,              0.0035056
                    167,                0.56694,                0.50445,                 1.0402,                0.93214,                0.89628,                 0.9467,                0.82946,                 0.4487,                0.33639,                0.95839,               0.003466,               0.003466,               0.003466
                    168,                0.56483,                0.49723,                 1.0415,                0.93303,                0.89499,                0.94662,                0.82907,                0.44852,                0.33609,                0.95827,              0.0034264,              0.0034264,              0.0034264
                    169,                0.56599,                 0.4992,                 1.0412,                0.93104,                0.89794,                0.94669,                0.82931,                0.44855,                0.33584,                0.95816,              0.0033868,              0.0033868,              0.0033868
                    170,                0.56408,                0.50118,                 1.0409,                 0.9302,                0.89829,                 0.9465,                0.82953,                 0.4485,                0.33565,                0.95823,              0.0033472,              0.0033472,              0.0033472
                    171,                0.56645,                0.50274,                 1.0401,                0.93327,                0.89639,                 0.9466,                0.82959,                0.44852,                0.33561,                0.95819,              0.0033076,              0.0033076,              0.0033076
                    172,                0.56061,                0.49554,                 1.0374,                0.93186,                0.89734,                0.94642,                0.82932,                0.44835,                0.33521,                0.95808,               0.003268,               0.003268,               0.003268
                    173,                0.56214,                0.49747,                 1.0396,                 0.9385,                0.89351,                0.94656,                0.82942,                0.44837,                0.33498,                0.95825,              0.0032284,              0.0032284,              0.0032284
                    174,                0.55877,                0.49138,                 1.0367,                0.94042,                 0.8935,                0.94698,                0.82972,                0.44812,                0.33454,                0.95814,              0.0031888,              0.0031888,              0.0031888
                    175,                0.56053,                0.49011,                 1.0374,                0.94266,                0.89287,                0.94721,                0.82922,                0.44809,                0.33435,                0.95809,              0.0031492,              0.0031492,              0.0031492
                    176,                0.56082,                0.49056,                 1.0363,                0.94276,                0.89319,                0.94735,                0.83051,                0.44821,                0.33379,                0.95815,              0.0031096,              0.0031096,              0.0031096
                    177,                0.55842,                0.49106,                 1.0366,                0.93918,                0.89565,                0.94714,                0.82967,                0.44819,                0.33381,                0.95823,                0.00307,                0.00307,                0.00307
                    178,                0.55849,                0.48658,                 1.0359,                 0.9351,                0.89833,                 0.9473,                0.83093,                0.44808,                0.33353,                0.95817,              0.0030304,              0.0030304,              0.0030304
                    179,                 0.5585,                0.49034,                 1.0372,                0.94379,                0.89462,                0.94756,                0.83178,                0.44763,                0.33263,                0.95787,              0.0029908,              0.0029908,              0.0029908
                    180,                0.55537,                0.48345,                 1.0361,                0.94417,                0.89469,                0.94749,                0.83294,                0.44739,                 0.3318,                0.95762,              0.0029512,              0.0029512,              0.0029512
                    181,                0.55967,                0.48762,                 1.0369,                0.94399,                0.89696,                0.94774,                0.83203,                 0.4473,                0.33183,                0.95764,              0.0029116,              0.0029116,              0.0029116
                    182,                 0.5584,                0.48131,                 1.0373,                 0.9437,                0.89711,                0.94777,                0.83252,                 0.4474,                0.33222,                0.95777,               0.002872,               0.002872,               0.002872
                    183,                0.55834,                0.48745,                 1.0359,                0.94234,                0.89837,                0.94765,                 0.8326,                0.44726,                0.33249,                0.95744,              0.0028324,              0.0028324,              0.0028324
                    184,                0.55637,                0.48289,                 1.0358,                0.94516,                  0.896,                 0.9478,                0.83325,                0.44717,                0.33217,                0.95737,              0.0027928,              0.0027928,              0.0027928
                    185,                0.55634,                0.48254,                 1.0367,                0.94384,                0.89887,                0.94777,                0.83349,                0.44716,                0.33163,                0.95731,              0.0027532,              0.0027532,              0.0027532
                    186,                0.55447,                0.47769,                 1.0363,                 0.9449,                0.89827,                0.94768,                 0.8338,                0.44729,                 0.3316,                0.95735,              0.0027136,              0.0027136,              0.0027136
                    187,                0.55449,                0.48173,                 1.0334,                0.94623,                0.89911,                0.94782,                0.83223,                0.44768,                0.33161,                0.95762,               0.002674,               0.002674,               0.002674
                    188,                0.55219,                0.48057,                  1.033,                0.94616,                0.89879,                0.94776,                0.83234,                0.44772,                0.33126,                0.95753,              0.0026344,              0.0026344,              0.0026344
                    189,                0.55352,                0.47952,                  1.033,                 0.9444,                 0.8953,                 0.9477,                 0.8322,                0.44768,                0.33134,                0.95744,              0.0025948,              0.0025948,              0.0025948
                    190,                0.55313,                0.47678,                  1.033,                0.94334,                0.89757,                0.94783,                0.83123,                0.44765,                0.33123,                0.95745,              0.0025552,              0.0025552,              0.0025552
                    191,                0.55088,                0.47152,                 1.0325,                0.94217,                0.89926,                0.94782,                0.83156,                0.44754,                0.33124,                0.95727,              0.0025156,              0.0025156,              0.0025156
                    192,                0.55011,                0.47321,                 1.0309,                0.94305,                0.89955,                0.94787,                0.83162,                0.44755,                0.33106,                0.95731,               0.002476,               0.002476,               0.002476
                    193,                0.54566,                0.46895,                 1.0295,                0.94166,                0.90018,                0.94789,                0.83159,                0.44755,                0.33126,                0.95731,              0.0024364,              0.0024364,              0.0024364
                    194,                0.54853,                0.46886,                 1.0317,                0.93802,                0.90227,                0.94787,                0.83219,                0.44749,                0.33113,                0.95706,              0.0023968,              0.0023968,              0.0023968
                    195,                0.54755,                0.46446,                 1.0297,                0.93724,                0.90241,                0.94789,                0.83357,                0.44728,                 0.3311,                0.95682,              0.0023572,              0.0023572,              0.0023572
                    196,                0.54651,                0.46645,                 1.0295,                0.94251,                0.89844,                0.94796,                0.83412,                0.44736,                0.33062,                0.95683,              0.0023176,              0.0023176,              0.0023176
                    197,                0.54521,                0.46568,                 1.0296,                0.94235,                0.89885,                0.94788,                0.83428,                0.44717,                0.33036,                0.95665,               0.002278,               0.002278,               0.002278
                    198,                0.54417,                0.46625,                 1.0306,                0.93684,                0.90485,                0.94759,                0.83328,                0.44737,                0.33043,                0.95677,              0.0022384,              0.0022384,              0.0022384
                    199,                0.54543,                0.46248,                 1.0284,                0.94344,                0.89852,                0.94739,                0.83345,                0.44737,                0.33029,                0.95665,              0.0021988,              0.0021988,              0.0021988
                    200,                 0.5442,                0.46387,                 1.0296,                0.94109,                 0.9002,                0.94725,                0.83296,                0.44735,                0.33051,                0.95663,              0.0021592,              0.0021592,              0.0021592
                    201,                0.54595,                0.46047,                 1.0292,                0.94132,                0.89834,                0.94711,                0.83289,                0.44741,                0.33081,                 0.9567,              0.0021196,              0.0021196,              0.0021196
                    202,                0.54238,                0.45857,                 1.0281,                0.94032,                0.89924,                0.94711,                0.83277,                0.44721,                0.33087,                0.95656,                0.00208,                0.00208,                0.00208
                    203,                0.53858,                0.45502,                 1.0259,                0.94132,                0.89914,                0.94698,                0.83311,                0.44714,                 0.3307,                0.95658,              0.0020404,              0.0020404,              0.0020404
                    204,                0.54208,                0.45463,                 1.0273,                0.94145,                 0.8991,                0.94688,                0.83198,                0.44719,                0.33074,                0.95655,              0.0020008,              0.0020008,              0.0020008
                    205,                0.53586,                 0.4515,                 1.0241,                0.93763,                0.89857,                 0.9468,                0.83227,                0.44699,                0.33045,                 0.9564,              0.0019612,              0.0019612,              0.0019612
                    206,                0.53879,                0.45348,                 1.0234,                0.93556,                 0.9016,                0.94678,                0.83192,                0.44707,                0.33087,                0.95647,              0.0019216,              0.0019216,              0.0019216
                    207,                0.53384,                0.44855,                 1.0221,                0.93648,                0.90202,                0.94651,                0.83257,                0.44671,                0.33087,                0.95626,               0.001882,               0.001882,               0.001882
                    208,                0.53603,                0.44786,                 1.0247,                0.93633,                 0.9018,                0.94636,                0.83225,                0.44671,                0.33055,                0.95625,              0.0018424,              0.0018424,              0.0018424
                    209,                0.53597,                0.44825,                 1.0246,                 0.9352,                0.90104,                0.94631,                0.83231,                0.44658,                0.33064,                0.95605,              0.0018028,              0.0018028,              0.0018028
                    210,                0.53802,                 0.4454,                 1.0252,                0.93478,                0.90163,                0.94621,                0.83168,                0.44684,                0.33086,                0.95614,              0.0017632,              0.0017632,              0.0017632
                    211,                0.53295,                0.44196,                 1.0237,                0.93607,                0.90292,                0.94786,                0.83275,                0.44668,                0.33147,                0.95582,              0.0017236,              0.0017236,              0.0017236
                    212,                0.53322,                0.44093,                 1.0216,                0.93424,                0.90204,                0.94676,                0.83267,                0.44649,                0.33114,                 0.9557,               0.001684,               0.001684,               0.001684
                    213,                0.53382,                0.44188,                 1.0218,                0.93393,                0.90227,                0.94678,                0.83225,                0.44604,                0.33144,                0.95519,              0.0016444,              0.0016444,              0.0016444
                    214,                0.53142,                0.43784,                  1.021,                0.93313,                0.90335,                0.94686,                0.83276,                0.44546,                0.33106,                 0.9549,              0.0016048,              0.0016048,              0.0016048
                    215,                0.52802,                 0.4356,                 1.0204,                0.93423,                0.90313,                 0.9471,                0.83241,                0.44561,                0.33085,                  0.955,              0.0015652,              0.0015652,              0.0015652
                    216,                0.52973,                0.43648,                 1.0205,                0.93064,                0.90621,                0.94697,                0.83285,                0.44552,                0.33097,                0.95496,              0.0015256,              0.0015256,              0.0015256
                    217,                 0.5271,                0.43357,                 1.0189,                0.93167,                0.90516,                  0.947,                0.83257,                0.44552,                0.33045,                0.95493,               0.001486,               0.001486,               0.001486
                    218,                0.52518,                0.43072,                 1.0172,                0.93447,                0.90307,                0.94707,                0.83381,                0.44565,                0.33038,                0.95496,              0.0014464,              0.0014464,              0.0014464
                    219,                0.52471,                  0.428,                 1.0183,                0.93404,                0.90338,                 0.9472,                 0.8341,                0.44551,                0.33028,                 0.9549,              0.0014068,              0.0014068,              0.0014068
                    220,                0.52595,                0.42989,                 1.0184,                0.93422,                0.90361,                0.94728,                0.83464,                0.44523,                0.33005,                0.95475,              0.0013672,              0.0013672,              0.0013672
                    221,                0.52224,                0.42668,                 1.0168,                0.93351,                0.90395,                0.94739,                0.83554,                0.44516,                0.33011,                0.95477,              0.0013276,              0.0013276,              0.0013276
                    222,                0.52175,                0.42423,                 1.0168,                0.93897,                 0.9013,                 0.9479,                0.83423,                0.44511,                0.32962,                0.95469,               0.001288,               0.001288,               0.001288
                    223,                0.52113,                0.42597,                 1.0142,                0.93827,                0.90203,                0.94791,                0.83263,                0.44529,                0.32936,                0.95485,              0.0012484,              0.0012484,              0.0012484
                    224,                0.52036,                0.42424,                 1.0161,                0.93688,                0.90304,                0.94826,                 0.8337,                0.44545,                0.32909,                0.95505,              0.0012088,              0.0012088,              0.0012088
                    225,                0.52176,                 0.4239,                 1.0159,                0.93303,                0.90589,                0.94838,                0.83241,                0.44545,                0.32914,                0.95493,              0.0011692,              0.0011692,              0.0011692
                    226,                0.51571,                0.41996,                 1.0129,                0.93372,                0.90658,                0.94829,                0.83241,                0.44559,                0.32907,                0.95496,              0.0011296,              0.0011296,              0.0011296
                    227,                 0.5201,                0.41904,                 1.0151,                0.93313,                0.90722,                0.94826,                0.83225,                0.44583,                0.32909,                0.95513,                0.00109,                0.00109,                0.00109
                    228,                0.51506,                0.41483,                 1.0136,                0.93419,                0.90681,                0.94807,                0.83157,                0.44575,                0.32931,                0.95504,              0.0010504,              0.0010504,              0.0010504
                    229,                0.51392,                0.41072,                 1.0122,                0.93531,                0.90408,                0.94819,                 0.8322,                 0.4458,                0.32933,                0.95512,              0.0010108,              0.0010108,              0.0010108
                    230,                 0.5141,                0.41171,                 1.0125,                0.93329,                0.90699,                0.94823,                0.83279,                0.44568,                0.32932,                0.95491,              0.0009712,              0.0009712,              0.0009712
                    231,                0.51231,                0.41342,                 1.0125,                0.93431,                 0.9064,                0.94813,                0.83208,                0.44542,                0.32928,                0.95474,              0.0009316,              0.0009316,              0.0009316
                    232,                0.51347,                0.41055,                 1.0107,                0.93252,                0.90773,                0.94793,                0.83196,                0.44534,                0.32907,                0.95471,               0.000892,               0.000892,               0.000892
                    233,                 0.5107,                0.40667,                 1.0113,                 0.9351,                0.90587,                0.94794,                0.83209,                0.44543,                 0.3293,                0.95467,              0.0008524,              0.0008524,              0.0008524
                    234,                0.50878,                0.40582,                 1.0086,                0.92713,                0.91081,                0.94784,                0.83224,                0.44531,                0.32942,                0.95454,              0.0008128,              0.0008128,              0.0008128
                    235,                0.50909,                 0.4049,                 1.0102,                0.93573,                0.90186,                0.94782,                0.83309,                0.44515,                0.32947,                0.95433,              0.0007732,              0.0007732,              0.0007732
                    236,                0.50986,                0.40561,                 1.0077,                0.93547,                 0.9037,                0.94786,                0.83192,                0.44521,                0.32924,                0.95434,              0.0007336,              0.0007336,              0.0007336
                    237,                0.50598,                0.39987,                 1.0085,                0.93951,                0.90283,                 0.9479,                0.83267,                0.44515,                0.32972,                0.95436,               0.000694,               0.000694,               0.000694
                    238,                0.50572,                0.39914,                  1.006,                0.94227,                0.90342,                0.94772,                0.83345,                0.44518,                0.32976,                 0.9544,              0.0006544,              0.0006544,              0.0006544
                    239,                0.50317,                0.39389,                 1.0079,                0.94154,                0.90332,                0.94764,                0.83335,                0.44506,                0.33006,                0.95432,              0.0006148,              0.0006148,              0.0006148
                    240,                0.50232,                0.39311,                 1.0063,                 0.9423,                0.90062,                0.94744,                0.83302,                0.44513,                0.33033,                0.95438,              0.0005752,              0.0005752,              0.0005752
                    241,                0.38213,                0.26237,                0.93535,                0.93942,                0.90178,                0.94743,                0.83251,                0.44494,                0.33026,                0.95439,              0.0005356,              0.0005356,              0.0005356
                    242,                0.37805,                 0.2549,                 0.9336,                0.94039,                 0.9003,                0.94729,                0.83296,                0.44465,                0.33039,                0.95416,               0.000496,               0.000496,               0.000496
                    243,                 0.3732,                0.25284,                0.93163,                0.93905,                0.90021,                0.94723,                0.83284,                0.44462,                 0.3303,                0.95412,              0.0004564,              0.0004564,              0.0004564
                    244,                0.37174,                0.24901,                0.92926,                0.94208,                0.89656,                  0.947,                0.83298,                0.44427,                0.33023,                0.95391,              0.0004168,              0.0004168,              0.0004168
                    245,                0.37032,                0.24775,                0.92893,                 0.9441,                0.89631,                0.94714,                0.83232,                0.44425,                0.33025,                0.95399,              0.0003772,              0.0003772,              0.0003772
                    246,                0.36632,                0.24424,                0.92572,                0.94465,                0.89556,                0.94728,                0.83299,                0.44409,                0.33009,                 0.9539,              0.0003376,              0.0003376,              0.0003376
                    247,                0.36666,                 0.2416,                0.92685,                0.94684,                0.89468,                0.94723,                0.83316,                0.44398,                0.32945,                0.95383,               0.000298,               0.000298,               0.000298
                    248,                0.36526,                0.24009,                  0.927,                0.94271,                0.89923,                0.94708,                0.83327,                0.44387,                0.32962,                0.95366,              0.0002584,              0.0002584,              0.0002584
                    249,                0.36445,                0.23853,                0.92347,                0.94254,                0.89956,                0.94696,                0.83353,                0.44399,                0.32976,                0.95362,              0.0002188,              0.0002188,              0.0002188
                    250,                0.36096,                0.23625,                0.91985,                0.93878,                0.90144,                0.94703,                0.83411,                 0.4439,                0.32965,                0.95345,              0.0001792,              0.0001792,              0.0001792
